id_stock,codigo,cantidad,ubicacion,precio,precio_total,fecha_control
STK-00991,4T-30206,1,RODAMIENTOS,,,
STK-00992,6312-2rs1/c3,0,RODAMIENTOS,,,
STK-00993,6212-2z/c3,0,RODAMIENTOS,,,
STK-00994,AF1733KM-FLE,1,ENTREPISO,,,
STK-00995,AF490M-FLE,3,ENTREPISO,,,
STK-00996,AF4826K-FLE,1,ENTREPISO,,,
STK-00997,AF4103-FLE,2,ENTREPISO,,,
STK-00998,AF1935M-FLE,2,ENTREPISO,,,
STK-00999,AF1638-FLE,1,ENTREPISO,,,
STK-01000,AF25969   /  P781228,2,ENTREPISO,,,
STK-01001,AF947     (SIN CAJA),1,ENTREPISO,,,
STK-01002,AF4548,2,ENTREPISO,,,
STK-01003,AF1934M,2,ENTREPISO,,,
STK-01004,AF25756,1,ENTREPISO,,,
STK-01005,AF935M,1,ENTREPISO,,,
STK-01006,AF872M,1,ENTREPISO,,,
STK-01007,AF25618,1,ENTREPISO,,,
STK-01008,AF25688,1,ENTREPISO,,,
STK-01009,AF26400,1,ENTREPISO,,,
STK-01010,AS2201,1,ENTREPISO,,,
STK-01011,AF1850 (SIN CAJA),0,ENTREPISO,,,
STK-01012,AF26173,1,ENTREPISO,,,
STK-01013,EF-526/  A41001000092,1,ENTREPISO,,,
STK-01014,EF-881,1,ENTREPISO,,,
STK-01015,EF-507      NP46968,1,ENTREPISO,,,
STK-01016,EF-508       NP46981,1,ENTREPISO,,,
STK-01017,PF-560/1SC,1,ENTREPISO,,,
STK-01018,EF-864R    /  AF25175,4,ENTREPISO,,,
STK-01019,EF-473      /  AF820M,1,ENTREPISO,,,
STK-01020,EF-897       / AF1744M,2,ENTREPISO,,,
STK-01021,EF-793R  (SIN CAJA),1,ENTREPISO,,,
STK-01022,AF4564,1,ENTREPISO,,,
STK-01023,EF-831,,ENTREPISO,,,
STK-01024,EF-574 (Caja no tirar),1,ENTREPISO,,,
STK-01025,61-2501   /    15000209  DR6,1,ENTREPISO,,,
STK-01026,15000172-(329),1,ENTREPISO,,,
STK-01027,211-2661     -(416E),2,ENTREPISO,,,
STK-01028,AF25557   / P828889  / 110-6326,1,ENTREPISO,,,
STK-01029,NP293-4053   PRIM:227-7448       416E/420E,5,ENTREPISO,,,
STK-01030,AF25570  -   P607365,1,ENTREPISO,,,
STK-01031,AF26400   -   P782108,1,ENTREPISO,,,
STK-01032,AF27940   -P953211,1,ENTREPISO,,,
STK-01033,AF25437   -   P537876,1,ENTREPISO,,,
STK-01034,AF27995    -   P953215,1,ENTREPISO,,,
STK-01035,AF26399     -  P782105,1,ENTREPISO,,,
STK-01036,V1003060 (para ATLAS) 708,1,ENTREPISO,,,
STK-01037,LX5312,1,ENTREPISO,,,
STK-01038,LX1313/1,1,ENTREPISO,,,
STK-01039,LX712   -  P380,2,ENTREPISO,,,
STK-01040,LX5312,1,ENTREPISO,,,
STK-01041,LX814/1,2,ENTREPISO,,,
STK-01042,INGERSOLL-RAND: 39843693,1,ENTREPISO,,,
STK-01043,MARENO: EF-864R,1,ENTREPISO,,,
STK-01044,MERCEDES BENZ: A0040943504,2,ENTREPISO,,,
STK-01045,MOTOR GM: 046981/046968/750Q,1,ENTREPISO,,,
STK-01046,LUBER-FINER: AF1767,1,ENTREPISO,,,
STK-01047,DARMET: VP1702,1,ENTREPISO,,,
STK-01048,DARMET: VP2769,1,ENTREPISO,,,
STK-01049,MANN: 49002  52192,1,ENTREPISO,,,
STK-01050,SULLAIR: 250034081,1,ENTREPISO,,,
STK-01051,HASTING: J-3031,1,ENTREPISO,,,
STK-01052,JOHN DEERE: AT171854,1,ENTREPISO,,,
STK-01053,ALKA AF-IAC-0529 NP1705,8,ENTREPISO,,,
STK-01054,ACOPLE,9,ENTREPISO,,,
STK-01055,W962,4,MV,49,196,
STK-01056,W950,4,MV,47,188,
STK-01057,W719,4,MV,32,128,
STK-01058,021201001.01,2,MV,263,526,
STK-01059,02350201001.01,1,MV,9,9,
STK-01060,024101002.01,1,MV,40,40,
STK-01061,021101001.02,2,MV-5/30,95,190,
STK-01062,025001001.10,1,MV-5V,570,570,
STK-01063,LC1R1801M5N,1,MV-5V,7,7,
STK-01064,021301001.09,2,MV-7,140,280,
STK-01065,KB8220,3,MV-7,78,234,
STK-01066,021301001.10,4,MV-7,80,320,
STK-01067,LC1R0601M5N,1,MV-7V,70,70,
STK-01068,025001001.10,1,MV-7,570,570,
STK-01069,C1140,31,MV-10,28,868,
STK-01070,021301001.01,1,MV-10V,140,140,
STK-01071,LC1R2501M5N,1,MV-10V,100,100,
STK-01072,JIV-40,2,MV-15/20,370,740,
STK-01073,SB461,5,MV-40,175,875,
STK-01074,SB564,4,MV-50,193,772,
STK-01075,MVP-32A,4,MV-50,98,392,
STK-01076,JIV-65,2,MV-50,420,840,
STK-01077,023701005.06,4,MV-50,230,920,
STK-01078,SB521,4,MV-15,120,480,
STK-01079,C1250,2,MV-15/20,28,56,
STK-01080,C1360,5,MV-25/40,65,325,
STK-01081,CODIGO,,CAJAS,,,
STK-01082,0250025-001,1,CAJAS,,,2025-08-22
STK-01083,826502-232,1,CAJAS,36.4,36.4,2025-08-22
STK-01084,250022-782,1,CAJAS,44.3,44.3,2025-08-22
STK-01085,02250155-536,1,CAJAS,2106,2106,2025-08-22
STK-01086,40523,1,CAJAS,182.5,182.5,2025-08-22
STK-01087,02250166-967,1,CAJAS,,,2025-08-22
STK-01088,`040091,1,CAJAS,49.5,49.5,2025-08-22
STK-01089,`040649,2,CAJAS,,,2025-08-22
STK-01090,011579RA,1,CAJAS,143.3,143.3,2025-08-22
STK-01091,02250152-810,2,CAJAS,121.5,243.0,2025-08-22
STK-01092,0307-3070,3,CAJAS,131.7,395.09999999999997,2025-08-22
STK-01093,250040-904,2,CAJAS,223.8,447.6,2025-08-22
STK-01094,810504-012,2,CAJAS,50.6,101.2,2025-08-22
STK-01095,68722536,1,CAJAS,24.4,24.4,2025-08-22
STK-01096,7010944,1,CAJAS,90.3,90.3,2025-08-22
STK-01097,250006-526,1,CAJAS,142.5,142.5,2025-08-22
STK-01098,02250209-583,1,CAJAS,417.2,417.2,2025-08-22
STK-01099,`001684,1,CAJAS,162.5,162.5,2025-08-22
STK-01100,S/C,3,CAJAS,,,2025-08-22
STK-01101,S/C,1,CAJAS,,,2025-08-22
STK-01102,4954473,1,CAJAS,87,87,2025-08-22
STK-01103,0357-0030,1,CAJAS,31,31,2025-08-22
STK-01104,267351,1,CAJAS,,,2025-08-22
STK-01105,3921642,1,CAJAS,,,2025-08-22
