id_movimiento,tipo_movimiento,codigo,cantidad,fecha,comprobante,cliente_proveedor,retira_responsable
MOV-00687,Ingreso,`045673,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00688,Ingreso,270016-209,1,2026-06-23,0001-00441527,SULLAIR,
MOV-00689,Ingreso,02250209-581,1,2026-06-19,0001-00441324,SULLAIR,
MOV-00690,Ingreso,MR299,2,2026-06-23,00058-000070830,ECHANIZ,
MOV-00691,Ingreso,C-70130,2,2026-06-23,00058-000070830,ECHANIZ,
MOV-00692,Ingreso,FF-02FI,2,2026-06-23,00058-000070830,ECHANIZ,
MOV-00693,Ingreso,MDH308,2,2026-06-23,00058-000070830,ECHANIZ,
MOV-00694,Ingreso,02250127-684,6,2026-07-02,0001-0442019,SULLAIR,
MOV-00695,Ingreso,02250215-617,2,2026-07-02,0001-0442019,SULLAIR,
MOV-00696,Ingreso,02250168-084,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00697,Ingreso,88290014-484,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00698,Ingreso,02250137-895,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00699,Ingreso,02250135-155,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00700,Ingreso,88290015-567,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00701,Ingreso,88290015-049,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00702,Ingreso,02250057-036,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00703,Ingreso,02250152-670,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00704,Ingreso,45672,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00705,Ingreso,02250152-669,1,2026-07-02,0001-0442019,SULLAIR,
MOV-00706,Ingreso,02250209-667,1,2026-07-02,0001-00441997,SULLAIR,
MOV-00707,Ingreso,LB962,2,2026-07-06,0007-00056788,REPCENTER,
MOV-00708,Ingreso,FAC887,1,2026-07-06,0007-00056788,REPCENTER,
MOV-00709,Ingreso,FF5052,4,2026-07-06,0007-00056788,REPCENTER,
MOV-00710,Ingreso,AL12,6,2026-07-06,0007-00056788,REPCENTER,
MOV-00711,Ingreso,LF3349,2,2026-07-06,0007-00056788,REPCENTER,
MOV-00712,Ingreso,LB916,4,2026-07-06,0007-00056788,REPCENTER,
MOV-00713,Ingreso,EF-441,2,2026-07-08,00003-00000843,FRECCIA,
MOV-00714,Ingreso,EF-429,4,2026-07-08,00003-00000843,FRECCIA,
MOV-00715,Ingreso,EF-435,4,2026-07-08,00003-00000843,FRECCIA,
MOV-00716,Ingreso,EF-428,8,2026-07-08,00003-00000843,FRECCIA,
MOV-00717,Ingreso,191-2460-ONA,1,2026-07-13,0001-00442304,SULLAIR,
MOV-00718,Ingreso,88290014-484,1,2026-07-13,0001-00442403,SULLAIR,
MOV-00719,Ingreso,02250218-885,3,2026-07-13,0001-00442238,SULLAIR,
MOV-00720,Ingreso,02250168-053,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00721,Ingreso,270002-709,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00722,Ingreso,4360469S-JLG,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00723,Ingreso,02250176-967,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00724,Ingreso,02250176-856,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00725,Ingreso,02250105-553,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00726,Ingreso,250022-669,2,2026-07-13,0001-00442238,SULLAIR,
MOV-00727,Ingreso,02250193-535,1,2026-07-13,0001-00442238,SULLAIR,
MOV-00728,Ingreso,250034-116,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00729,Ingreso,250042-862,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00730,Ingreso,250028-032,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00731,Ingreso,02250137-895,2,2026-07-13,0001-00442549,SULLAIR,
MOV-00732,Ingreso,FS1280,3,2026-07-13,0001-00442549,SULLAIR,
MOV-00733,Ingreso,02250215-617,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00734,Ingreso,88290014-484,2,2026-07-13,0001-00442549,SULLAIR,
MOV-00735,Ingreso,88290015-049,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00736,Ingreso,02250125-372,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00737,Ingreso,02250127-684,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00738,Ingreso,02250168-084,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00739,Ingreso,02250078-031,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00740,Ingreso,CC2848,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00741,Ingreso,4954905-CMM,1,2026-07-13,0001-00442549,SULLAIR,
MOV-00742,Ingreso,250022-669,8,2026-07-13,0001-00442549,SULLAIR,
MOV-00743,Ingreso,AH1136,1,2026-07-14,0007-00057104,REPCENTER,
MOV-00744,Ingreso,HD9837,2,2026-07-14,0007-00057104,REPCENTER,
MOV-00745,Ingreso,HDS837,2,2026-07-14,0007-00057104,REPCENTER,
MOV-00746,Ingreso,CC2848,1,2026-07-14,0007-00057104,REPCENTER,
MOV-00747,Ingreso,FAC887,1,2026-07-14,0007-00057104,REPCENTER,
MOV-00748,Ingreso,250034-085,3,2026-07-21,0001-00443021,SULLAIR,
MOV-00749,Ingreso,02250048-734,2,2026-07-21,0001-00443021,SULLAIR,
MOV-00750,Ingreso,02250145-897,2,2026-07-21,0001-00443021,SULLAIR,
MOV-00751,Ingreso,02250135-155,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00752,Ingreso,250025-526,3,2026-07-21,0001-00443021,SULLAIR,
MOV-00753,Ingreso,02250135-150,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00754,Ingreso,02250139-995,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00755,Ingreso,250034-122,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00756,Ingreso,250034-134,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00757,Ingreso,250034-112,2,2026-07-21,0001-00443021,SULLAIR,
MOV-00758,Ingreso,´001692,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00759,Ingreso,cc2848,2,2026-07-21,0001-00443021,SULLAIR,
MOV-00760,Ingreso,250018-008,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00761,Ingreso,´000751,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00762,Ingreso,0400215-JLG,8,2026-07-21,0001-00443021,SULLAIR,
MOV-00763,Ingreso,02250209-667,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00764,Ingreso,250019-453,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00765,Ingreso,02250196-470,1,2026-07-21,0001-00443021,SULLAIR,
MOV-00766,Ingreso,250022-669,18,2026-07-21,0001-00443021,SULLAIR,
MOV-00767,Ingreso,6.4434.0,1,2026-07-22,00003-00000807,JBB,
MOV-00768,Ingreso,MR378,3,2026-07-22,00058-00071118,ECHANIZ,
MOV-00769,Ingreso,MR378/S,5,2026-07-22,00058-00071118,ECHANIZ,
MOV-00770,Ingreso,OC988,3,2026-07-22,00058-00071118,ECHANIZ,
MOV-00771,Ingreso,CFF003,3,2026-07-22,00058-00071118,ECHANIZ,
MOV-00772,Ingreso,LX265,5,2026-07-22,00058-00071109,ECHANIZ,
MOV-00773,Ingreso,LX275,1,2026-07-22,00058-00071109,ECHANIZ,
MOV-00774,Ingreso,LX236,1,2026-07-22,00058-00071109,ECHANIZ,
MOV-00775,Ingreso,KC637D,2,2026-07-22,00058-00071109,ECHANIZ,
MOV-00776,Ingreso,02250137-895,2,2026-07-23,0001-00443284,SULLAIR,
MOV-00777,Ingreso,02250215-617,3,2026-07-23,0001-00443284,SULLAIR,
MOV-00778,Ingreso,02250155-709,3,2026-07-23,0001-00443284,SULLAIR,
MOV-00779,Ingreso,02250125-372,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00780,Ingreso,02250127-684,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00781,Ingreso,250025-526,4,2026-07-23,0001-00443284,SULLAIR,
MOV-00782,Ingreso,02250155-971,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00783,Ingreso,41992,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00784,Ingreso,4360328S-JLG,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00785,Ingreso,02250196-470,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00786,Ingreso,250022-669,2,2026-07-23,0001-00443284,SULLAIR,
MOV-00787,Ingreso,02250183-035,1,2026-07-23,0001-00443284,SULLAIR,
MOV-00788,Ingreso,250034-122,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00789,Ingreso,250034-134,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00790,Ingreso,02250139-995,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00791,Ingreso,250028-032,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00792,Ingreso,02250078-031,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00793,Ingreso,250034-112,2,2026-07-31,0001-00443779,SULLAIR,
MOV-00794,Ingreso,02250125-372,3,2026-07-31,0001-00443779,SULLAIR,
MOV-00795,Ingreso,88290014-485,2,2026-07-31,0001-00443779,SULLAIR,
MOV-00796,Ingreso,1001178139-JLG,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00797,Ingreso,250028-036,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00798,Ingreso,02250043-291,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00799,Ingreso,02250215-660,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00800,Ingreso,02250196-470,1,2026-07-31,0001-00443779,SULLAIR,
MOV-00801,Ingreso,250022-669,9,2026-07-31,0001-00443779,SULLAIR,
MOV-00802,Ingreso,OC502,3,2026-08-03,00058-00071211,ECHANIZ,
MOV-00803,Ingreso,OC501,3,2026-08-06,0007-00058381,REPCENTER,
MOV-00804,Ingreso,KC647/1,2,2026-08-06,0007-00058381,REPCENTER,
MOV-00805,Ingreso,CE3022,4,2026-08-06,0007-00058381,REPCENTER,
MOV-00806,Ingreso,V-720,2,2026-08-06,0007-00058381,REPCENTER,
MOV-00807,Ingreso,FF5052,2,2026-08-06,0007-00058381,REPCENTER,
MOV-00808,Ingreso,FDB75,2,2026-08-06,0007-00058381,REPCENTER,
MOV-00809,Ingreso,OX1052D,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00810,Ingreso,HF6141,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00811,Ingreso,OC47,2,2026-08-06,0007-00058381,REPCENTER,
MOV-00812,Ingreso,LE677,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00813,Ingreso,LX2046,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00814,Ingreso,KL596,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00815,Ingreso,OX562D,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00816,Ingreso,KC636,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00817,Ingreso,KX182/1D,1,2026-08-06,0007-00058381,REPCENTER,
MOV-00818,Ingreso,CC2848,3,2026-08-06,0007-00058381,REPCENTER,
MOV-00819,Ingreso,AF1855,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00820,Ingreso,02250078-031,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00821,Ingreso,02250100-755,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00822,Ingreso,02250125-372,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00823,Ingreso,02250215-617,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00824,Ingreso,88290014-484,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00825,Ingreso,02250135-150,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00826,Ingreso,02250155-709,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00827,Ingreso,02250209-579,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00828,Ingreso,02250057-036,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00829,Ingreso,250019-453,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00830,Ingreso,250031-438,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00831,Ingreso,250030-757,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00832,Ingreso,02250196-470,2,2026-08-07,0001-00444329,SULLAIR,
MOV-00833,Ingreso,250022-669,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00834,Ingreso,S00801-038/B20,1,2026-08-07,0001-00444329,SULLAIR,
MOV-00835,Ingreso,408107,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00836,Ingreso,02250194-977,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00837,Ingreso,02250194-978,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00838,Ingreso,02250194-962,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00839,Ingreso,02250194-963,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00840,Ingreso,02250215-617,2,2026-08-14,0001-00444759,SULLAIR,
MOV-00841,Ingreso,02250125-372,2,2026-08-14,0001-00444759,SULLAIR,
MOV-00842,Ingreso,02250155-709,3,2026-08-14,0001-00444759,SULLAIR,
MOV-00843,Ingreso,02250127-684,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00844,Ingreso,02250222-539,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00845,Ingreso,02250155-971,1,2026-08-14,0001-00444759,SULLAIR,
MOV-00846,Ingreso,250022-669,2,2026-08-14,0001-00444759,SULLAIR,
MOV-00847,Ingreso,02250139-995,1,2026-08-18,0001-00444949,SULLAIR,
MOV-00848,Ingreso,1002-4663,1,2026-08-18,0001-00444949,SULLAIR,
MOV-00849,Ingreso,02250215-621,2,2026-08-18,0001-00444949,SULLAIR,
MOV-00850,Ingreso,02250155-709,3,2026-08-18,0001-00444949,SULLAIR,
MOV-00851,Ingreso,02250125-372,1,2026-08-18,0001-00444949,SULLAIR,
MOV-00852,Ingreso,02250127-684,1,2026-08-18,0001-00444949,SULLAIR,
MOV-00853,Ingreso,250019-453,1,2026-08-18,0001-00444949,SULLAIR,
MOV-00854,Ingreso,02250152-671,1,2026-08-18,0001-00444949,SULLAIR,
MOV-00855,Ingreso,250022-669,10,2026-08-18,0001-00444949,SULLAIR,
MOV-00856,Ingreso,02250117-782,2,2026-08-25,0001-00445348,SULLAIR,
MOV-00857,Ingreso,LF3345,2,,0001-00445348,SULLAIR,
MOV-00858,Ingreso,AH8742,1,,0001-00445348,SULLAIR,
MOV-00859,Ingreso,02250218-885,1,,0001-00445348,SULLAIR,
MOV-00860,Ingreso,02250137-895,1,,0001-00445348,SULLAIR,
MOV-00861,Ingreso,02250135-155,1,,0001-00445348,SULLAIR,
MOV-00862,Ingreso,250025-526,2,,0001-00445348,SULLAIR,
MOV-00863,Ingreso,88290015-567,1,,0001-00445348,SULLAIR,
MOV-00864,Ingreso,88290015-049,1,,0001-00445348,SULLAIR,
MOV-00865,Ingreso,02250215-617,1,,0001-00445348,SULLAIR,
MOV-00866,Ingreso,02250139-296,1,,0001-00445348,SULLAIR,
MOV-00867,Ingreso,CC2848,2,,0001-00445348,SULLAIR,
MOV-00868,Ingreso,250022-669,2,,0001-00445348,SULLAIR,
MOV-00869,Ingreso,WF2072,1,,0001-00445580,SULLAIR,
MOV-00870,Ingreso,02250215-621,3,,0001-00445580,SULLAIR,
MOV-00871,Ingreso,02250215-617,2,,0001-00445580,SULLAIR,
MOV-00872,Ingreso,250034-085,1,,0001-00445580,SULLAIR,
MOV-00873,Ingreso,02250168-084,11,,0001-00445710,SULLAIR,
MOV-00874,Salida,250022-669,2,2025-08-26,35587,Larinox,Matias
MOV-00875,Salida,02250182-546,1,2025-08-28,-,MANIAGRO,Matias
MOV-00876,Salida,250022-669,1,2025-08-28,-,CIA ALIMENTOS Y CEREALES,Yasmin
MOV-00877,Salida,02250182-546,1,2025-08-28,-,Agromani,Matias
MOV-00878,Salida,250028-032,1,2025-09-09,35540,TGN FERREYRA,Manuel SERV
MOV-00879,Salida,4060,1,2025-09-09,,TGN FERREYRA,Manuel SERV
MOV-00880,Salida,4115,1,2025-09-09,,TGN FERREYRA,Manuel SERV
MOV-00881,Salida,ef-440,2,2025-09-09,,TGN FERREYRA,Manuel SERV
MOV-00882,Salida,ef-434,2,2025-09-09,,TGN FERREYRA,Manuel SERV
MOV-00883,Salida,02250078-031,1,2025-09-09,,TGN FERREYRA,Manuel SERV
MOV-00884,Salida,250034-087,1,2025-09-11,º18384,VIAL RG S.A,Valeria
MOV-00885,Salida,250025-525,2,2025-09-11,,VIAL RG S.A,Valeria
MOV-00886,Salida,02250168-053,1,2025-09-11,º18385,Bioetanol Rio Cuarto S.A.,Matias
MOV-00887,Salida,02250168-084,1,2025-09-11,,Bioetanol Rio Cuarto S.A.,Matias
MOV-00888,Salida,02250218-885,2,2025-09-11,,Bioetanol Rio Cuarto S.A.,Matias
MOV-00889,Salida,02250049-634,2,2025-09-11,º18386,Macoser S.A,Valeria
MOV-00890,Salida,02250100-042,3,2025-09-11,,Macoser S.A,Valeria
MOV-00891,Salida,250019-453,2,2025-09-11,,Macoser S.A,Valeria
MOV-00892,Salida,250022-669,4,2025-09-09,º18383,Empolex,Yasmin
MOV-00893,Salida,H2225 HASTING,1,2025-09-11,I.T,Autoelevador,Matias
MOV-00894,Salida,LF3349,1,2025-09-11,-,CLARO,Matias
MOV-00895,Salida,FS19727,1,2025-09-11,,CLARO,Matias
MOV-00896,Salida,FS1280,1,2025-09-11,,CLARO,Matias
MOV-00897,Salida,FF5052,1,2025-09-11,,CLARO,Matias
MOV-00898,Salida,LB55,1,2025-09-15,-,Muni malagueño,Matias
MOV-00899,Salida,LX907,1,2025-09-15,,Muni malagueño,Matias
MOV-00900,Salida,02250127-684,1,2025-09-17,35620,Firenze,David
MOV-00901,Salida,02250155-709,1,2025-09-17,,Firenze,David
MOV-00902,Salida,02250049-634,1,2025-09-17,º18396,canteras san nicolas,Matias
MOV-00903,Salida,88290015-567,2,2025-09-18,º18397,Biofarma S.A,Matias
MOV-00904,Salida,250025-621,1,2025-09-18,,Biofarma S.A,Matias
MOV-00905,Salida,02250092-081,1,2025-09-18,,Biofarma S.A,Matias
MOV-00906,Salida,02250100-042,1,2025-09-18,,Biofarma S.A,Matias
MOV-00907,Salida,02250155-714,1,2025-09-18,,Biofarma S.A,Matias
MOV-00908,Salida,250019-451,1,2025-09-18,º18399,Maglione hnos y cia s.a,Valeria
MOV-00909,Salida,OC60,1,2025-09-18,-,bull,Matias
MOV-00910,Salida,02250110-988,1,2025-09-18,º18400,F2J,Matias
MOV-00911,Salida,VP2780,1,2025-09-18,35451,Expreso cordoba,david
MOV-00912,Salida,RE62418,2,2025-09-18,,Expreso cordoba,david
MOV-00913,Salida,`004115,2,2025-09-18,,Expreso cordoba,david
MOV-00914,Salida,040899RA,1,2025-09-19,º18401,Dindel S.A,Matias
MOV-00915,Salida,002250137-895,1,2025-09-19,,Dindel S.A,Matias
MOV-00916,Salida,250025-525,1,2025-09-19,,Dindel S.A,Matias
MOV-00917,Salida,88290014-484,1,2025-09-22,º35350,Infas,Matias
MOV-00918,Salida,88290014-485,1,2025-09-22,,Infas,Matias
MOV-00919,Salida,88290015-567,1,2025-09-22,º18405,Alican S.A,Matias
MOV-00920,Salida,88290014-485,1,2025-09-22,,Alican S.A,Matias
MOV-00921,Salida,250025-526,1,2025-09-23,,,Valeria
MOV-00922,Salida,KL63,1,2025-09-23,-,CEMENTERIO,Matias
MOV-00923,Salida,KC51,1,2025-09-24,-,BASE MAC,Matias
MOV-00924,Salida,250019-453,1,2025-09-24,º18407,CIA ALIMENTOS Y CEREALES,Matias
MOV-00925,Salida,EF-443,3,2025-09-24,-,ROGGIO,Matias
MOV-00926,Salida,EF-436,3,2025-09-24,,ROGGIO,Matias
MOV-00927,Salida,88290014-485,1,2025-09-24,,ROGGIO,Matias
MOV-00928,Salida,88290014-484,1,2025-09-24,,ROGGIO,Matias
MOV-00929,Salida,250025-526,3,2025-09-24,,ROGGIO,Matias
MOV-00930,Salida,02250196-470,1,2025-09-26,º18408,SERVAGROP HDO S.A,Matias
MOV-00931,Salida,02250155-709,4,2025-09-26,,SERVAGROP HDO S.A,Matias
MOV-00932,Salida,02250125-372,4,2025-09-26,,SERVAGROP HDO S.A,Matias
MOV-00933,Salida,02250215-617,2,2025-09-26,,SERVAGROP HDO S.A,Matias
MOV-00934,Salida,88290014-484,1,2025-09-29,º35602,QUICKFOOD SAN JORGE,Manuel SERV
MOV-00935,Salida,88290014-486,1,2025-09-29,,QUICKFOOD SAN JORGE,Manuel SERV
MOV-00936,Salida,250034-116,1,2025-09-29,º35734,CAPYC COOP.LTDA.,Manuel SERV
MOV-00937,Salida,250042-862,1,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00938,Salida,250025-526,1,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00939,Salida,`000098,1,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00940,Salida,02250100-042,1,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00941,Salida,02250196-470,1,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00942,Salida,01157RA,1,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00943,Salida,´040649,2,2025-09-29,,CAPYC COOP.LTDA.,Manuel SERV
MOV-00944,Salida,02250215-621,1,2025-09-29,º35718,TRES EME S.A,Manuel SERV
MOV-00945,Salida,02250155-709,1,2025-09-29,,TRES EME S.A,Manuel SERV
MOV-00946,Salida,02250127-684,1,2025-09-29,,TRES EME S.A,Manuel SERV
MOV-00947,Salida,250022-669,1,2025-09-29,,TRES EME S.A,Manuel SERV
MOV-00948,Salida,408893,2,2025-09-30,º18410,Axion,Manuel
MOV-00949,Salida,250028-034,1,2025-09-30,º18411,ANGEL ESTRADA,Matias
MOV-00950,Salida,250028-032,1,2025-09-30,,ANGEL ESTRADA,Matias
MOV-00951,Salida,DRENAJE AUTOMATICO,1,2025-09-30,-,COMAR,Matias
MOV-00952,Salida,250022-669,2,2025-10-01,º18416,VIDPIA,Matias
MOV-00953,Salida,88290014-484,2,2025-10-02,º18417,Patagonia Automotores S.R.L,Damian
MOV-00954,Salida,88290015-049,1,2025-10-02,,Patagonia Automotores S.R.L,Damian
MOV-00955,Salida,88290014-486,2,2025-10-02,,Patagonia Automotores S.R.L,Damian
MOV-00956,Salida,CC2848-FLE,2,2025-10-02,-,Bolsa de cereales,David
MOV-00957,Salida,R90-30M,1,2025-10-02,-,SERV. VOLVO TIBBO,Matias
MOV-00958,Salida,KC648/1,1,2025-10-02,,SERV. VOLVO TIBBO,Matias
MOV-00959,Salida,AL12,1,2025-10-02,,SERV. VOLVO TIBBO,Matias
MOV-00960,Salida,HIC346,1,2025-10-02,,SERV. VOLVO TIBBO,Matias
MOV-00961,Salida,OC282,1,2025-10-02,,SERV. VOLVO TIBBO,Matias
MOV-00962,Salida,OC370,2,2025-10-02,,SERV. VOLVO TIBBO,Matias
MOV-00963,Salida,KC251,1,2025-10-02,,SERV. VOLVO TIBBO,Matias
MOV-00964,Salida,02250215-617,1,2025-10-03,,DON JUAN S C,Matias
MOV-00965,Salida,02250155-709,1,2025-10-03,,DON JUAN S C,Matias
MOV-00966,Salida,02250125-372,1,2025-10-03,,DON JUAN S C,Matias
MOV-00967,Salida,250022-669,1,2025-10-03,,DON JUAN S C,Matias
MOV-00968,Salida,02250193-569,1,2025-10-03,,DON JUAN S C,Matias
MOV-00969,Salida,02250193-591,1,2025-10-03,,DON JUAN S C,Matias
MOV-00970,Salida,KC595,1,2025-10-03,,EXC. SUDESTE,Matias
MOV-00971,Salida,HX15,1,2025-10-03,,EXC. SUDESTE,Matias
MOV-00972,Salida,AL12,1,2025-10-03,,EXC. SUDESTE,Matias
MOV-00973,Salida,250018-551,2,2025-10-06,º18420,F2J TECHPLAST S.A,Matias
MOV-00974,Salida,250022-669,1,2025-10-06,º18305,HILADO S.A,Manuel SERV
MOV-00975,Salida,`000098,2,2025-10-06,º18306,HILADO S.A,Manuel SERV
MOV-00976,Salida,02250168-053,2,2025-10-06,,HILADO S.A,Manuel SERV
MOV-00977,Salida,02250242-636,1,2025-10-08,º18422,EMPOLEX S.A,MATIAS
MOV-00978,Salida,250041-638,1,2025-10-08,,DIEGO PETRELI,MATIAS
MOV-00979,Salida,88290015-049,1,2025-10-08,º18423,DAMACLA S.A,MATIAS
MOV-00980,Salida,LB55,1,2025-10-13,,matias santucho,MATIAS
MOV-00981,Salida,FS40/7,1,2025-10-14,,SERV AM CÓRDOBA,MATIAS
MOV-00982,Salida,LB619,1,2025-10-14,,SERV AM CÓRDOBA,MATIAS
MOV-00983,Salida,MR372,1,2025-10-14,,SERV AM CÓRDOBA,MATIAS
MOV-00984,Salida,HK301,1,2025-10-14,,SERV AM CÓRDOBA,MATIAS
MOV-00985,Salida,AL12,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00986,Salida,HDS839,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00987,Salida,ML5052G,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00988,Salida,LX1056,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00989,Salida,KC118,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00990,Salida,LF3000,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00991,Salida,WF2071,1,2025-10-14,,SERV WV AM,MATIAS
MOV-00992,Salida,DZ118286,1,2025-10-15,º35779,INFAS S.R.L,MATIAS
MOV-00993,Salida,HP9834,1,2025-10-15,,INFAS S.R.L,MATIAS
MOV-00994,Salida,RE62418,1,2025-10-15,,INFAS S.R.L,MATIAS
MOV-00995,Salida,250027-201,1,2025-10-15,º18553,ACLADE,MATIAS
MOV-00996,Salida,1001092456-JLG,1,2025-10-15,º18554,E.P SERV ESPECIALES,MATIAS
MOV-00997,Salida,ML5052G,1,2025-10-20,,ROADMACH,MATIAS
MOV-00998,Salida,ML1280G,1,2025-10-20,,ROADMACH,MATIAS
MOV-00999,Salida,LF3349,1,2025-10-20,,ROADMACH,MATIAS
MOV-01000,Salida,AL 12,1,2025-10-20,,AM CÓRDOBA,MATIAS
MOV-01001,Salida,OX174,1,2025-10-20,,AM CÓRDOBA,MATIAS
MOV-01002,Salida,R9030M,1,2025-10-20,",",AM CÓRDOBA,MATIAS
MOV-01003,Salida,HDS837,1,2025-10-20,,AM CÓRDOBA,MATIAS
MOV-01004,Salida,HD9837/LX1070,1,2025-10-20,,AM CÓRDOBA,MATIAS
MOV-01005,Salida,KX77,1,2025-10-20,,AM CÓRDOBA,MATIAS
MOV-01006,Salida,9009,1,2025-10-20,",",FORD CARGO AM CBA.,MATIAS
MOV-01007,Salida,WF2073,1,2025-10-20,,FORD CARGO AM CBA.,MATIAS
MOV-01008,Salida,ML1212G,1,2025-10-20,,FORD CARGO AM CBA.,MATIAS
MOV-01009,Salida,ML5052G,1,2025-10-20,,FORD CARGO AM CBA.,MATIAS
MOV-01010,Salida,LX1716,1,2025-10-20,,FORD CARGO AM CBA.,MATIAS
MOV-01011,Salida,LXS261,1,2025-10-20,,FORD CARGO AM CBA.,MATIAS
MOV-01012,Salida,88290014-486,1,2025-10-21,18558,"Lopez, oscar agustin RIMINI",MATIAS
MOV-01013,Salida,88290014-484,1,2025-10-21,18558,"Lopez, oscar agustin RIMINI",MATIAS
MOV-01014,Salida,`040899RA,2,2025-10-21,18557,AMIANGRAF SRL,MATIAS
MOV-01015,Salida,250022-669,1,2025-10-21,18556,MOLINOS FLORENCIA SAU,MATIAS
